t,total_subsystems,site_subsystems,interface_subsystems,n_links,mean_degree,hilbert_log2_dim,frontier_radius,volume_proxy,density,energy_remaining,energy_density,creation_rate_modifier,births_attempted,births_accepted,births_reject_lightcone,births_reject_exclusion,births_reject_energy,links_added_from_births,random_links_attempts,random_links_added
0,4,2,2,1,1.0,6.339850002884624,0.0,0.004188790204786391,41.46952998313346,0.0,0.0,1.0,0,0,0,0,0,0,0,0
1,4,2,2,1,1.0,6.339850002884624,0.2258070122349441,0.04822818104795117,41.46952998313346,0.0,0.0,1.0,0,0,0,0,0,0,4,0
2,4,2,2,1,1.0,6.339850002884624,0.2258070122349441,0.04822818104795117,41.46952998313346,0.0,0.0,1.0,1,0,0,1,0,0,4,0
3,4,2,2,1,1.0,6.339850002884624,0.2258070122349441,0.04822818104795117,41.46952998313346,0.0,0.0,1.0,0,0,0,0,0,0,4,0
4,4,2,2,1,1.0,6.339850002884624,0.2258070122349441,0.04822818104795117,41.46952998313346,0.0,0.0,1.0,0,0,0,0,0,0,4,0
5,4,2,2,1,1.0,6.339850002884624,0.2258070122349441,0.04822818104795117,41.46952998313346,0.0,0.0,1.0,0,0,0,0,0,0,4,0
6,4,2,2,1,1.0,6.339850002884624,0.2258070122349441,0.04822818104795117,41.46952998313346,0.0,0.0,1.0,0,0,0,0,0,0,4,0
7,7,3,4,2,1.3333333333333333,11.094737505048093,0.5237804963584247,0.6019169564954592,4.984076237803465,0.0,0.0,1.0,1,1,0,0,0,1,6,0
8,7,3,4,2,1.3333333333333333,11.094737505048093,0.5237804963584247,0.6019169564954592,4.984076237803465,0.0,0.0,1.0,0,0,0,0,0,0,6,0
9,7,3,4,2,1.3333333333333333,11.094737505048093,0.5237804963584247,0.6019169564954592,4.984076237803465,0.0,0.0,1.0,0,0,0,0,0,0,6,0
10,7,3,4,2,1.3333333333333333,11.094737505048093,0.5237804963584247,0.6019169564954592,4.984076237803465,0.0,0.0,1.0,0,0,0,0,0,0,6,0
11,7,3,4,2,1.3333333333333333,11.094737505048093,0.5237804963584247,0.6019169564954592,4.984076237803465,0.0,0.0,1.0,0,0,0,0,0,0,6,0
12,7,3,4,2,1.3333333333333333,11.094737505048093,0.5237804963584247,0.6019169564954592,4.984076237803465,0.0,0.0,1.0,0,0,0,0,0,0,6,0
13,7,3,4,2,1.3333333333333333,11.094737505048093,0.5237804963584247,0.6019169564954592,4.984076237803465,0.0,0.0,1.0,0,0,0,0,0,0,6,0
14,7,3,4,2,1.3333333333333333,11.094737505048093,0.5237804963584247,0.6019169564954592,4.984076237803465,0.0,0.0,1.0,0,0,0,0,0,0,6,0
15,7,3,4,2,1.3333333333333333,11.094737505048093,0.5237804963584247,0.6019169564954592,4.984076237803465,0.0,0.0,1.0,0,0,0,0,0,0,6,0
16,7,3,4,2,1.3333333333333333,11.094737505048093,0.5237804963584247,0.6019169564954592,4.984076237803465,0.0,0.0,1.0,0,0,0,0,0,0,6,0
17,7,3,4,2,1.3333333333333333,11.094737505048093,0.5237804963584247,0.6019169564954592,4.984076237803465,0.0,0.0,1.0,0,0,0,0,0,0,6,0
18,7,3,4,2,1.3333333333333333,11.094737505048093,0.5237804963584247,0.6019169564954592,4.984076237803465,0.0,0.0,1.0,0,0,0,0,0,0,6,0
19,7,3,4,2,1.3333333333333333,11.094737505048093,0.5237804963584247,0.6019169564954592,4.984076237803465,0.0,0.0,1.0,0,0,0,0,0,0,6,0
20,7,3,4,2,1.3333333333333333,11.094737505048093,0.5237804963584247,0.6019169564954592,4.984076237803465,0.0,0.0,1.0,0,0,0,0,0,0,6,0
21,10,4,6,3,1.5,15.84962500721156,0.5312998704234483,0.6282141861382853,6.3672551309108805,0.0,0.0,1.0,1,1,0,0,0,1,8,0
22,10,4,6,3,1.5,15.84962500721156,0.5312998704234483,0.6282141861382853,6.3672551309108805,0.0,0.0,1.0,0,0,0,0,0,0,8,0
23,10,4,6,3,1.5,15.84962500721156,0.5312998704234483,0.6282141861382853,6.3672551309108805,0.0,0.0,1.0,0,0,0,0,0,0,8,0
24,15,5,10,5,2.0,23.774437510817343,1.0749656225298567,5.203221767366103,0.9609430894065131,0.0,0.0,1.0,1,1,0,0,0,1,10,1
25,18,6,12,6,2.0,28.52932501298081,1.0749656225298567,5.203221767366103,1.1531317072878156,0.0,0.0,1.0,1,1,0,0,0,1,12,0
26,18,6,12,6,2.0,28.52932501298081,1.0749656225298567,5.203221767366103,1.1531317072878156,0.0,0.0,1.0,0,0,0,0,0,0,12,0
27,18,6,12,6,2.0,28.52932501298081,1.0749656225298567,5.203221767366103,1.1531317072878156,0.0,0.0,1.0,0,0,0,0,0,0,12,0
28,23,7,16,8,2.2857142857142856,36.45413751658659,1.0749656225298567,5.203221767366103,1.3453203251691181,0.0,0.0,1.0,1,1,0,0,0,1,14,1
29,27,9,18,9,2.0,42.793987519471216,1.0749656225298567,5.203221767366103,1.7296975609317233,0.0,0.0,1.0,2,2,0,0,0,1,18,0
30,30,10,20,10,2.0,47.548875021634686,1.0749656225298567,5.203221767366103,1.9218861788130261,0.0,0.0,1.0,1,1,0,0,0,1,20,0
31,32,10,22,11,2.2,50.718800023076994,1.0749656225298567,5.203221767366103,1.9218861788130261,0.0,0.0,1.0,0,0,0,0,0,0,20,1
32,37,11,26,13,2.3636363636363638,58.64361252668277,1.2505958185574704,8.192935315951384,1.3426201447707453,0.0,0.0,1.0,1,1,0,0,0,1,22,1
33,40,12,28,14,2.3333333333333335,63.39850002884624,1.2505958185574704,8.192935315951384,1.464676521568086,0.0,0.0,1.0,1,1,0,0,0,0,24,1
34,40,12,28,14,2.3333333333333335,63.39850002884624,1.2505958185574704,8.192935315951384,1.464676521568086,0.0,0.0,1.0,0,0,0,0,0,0,24,0
35,43,13,30,15,2.3076923076923075,68.15338753100971,1.2505958185574704,8.192935315951384,1.5867328983654263,0.0,0.0,1.0,1,1,0,0,0,1,26,0
36,43,13,30,15,2.3076923076923075,68.15338753100971,1.2505958185574704,8.192935315951384,1.5867328983654263,0.0,0.0,1.0,0,0,0,0,0,0,26,0
37,46,14,32,16,2.2857142857142856,72.90827503317318,1.2505958185574704,8.192935315951384,1.7087892751627667,0.0,0.0,1.0,2,1,0,1,0,0,28,1
38,46,14,32,16,2.2857142857142856,72.90827503317318,1.2505958185574704,8.192935315951384,1.7087892751627667,0.0,0.0,1.0,0,0,0,0,0,0,28,0
39,46,14,32,16,2.2857142857142856,72.90827503317318,1.2505958185574704,8.192935315951384,1.7087892751627667,0.0,0.0,1.0,0,0,0,0,0,0,28,0
40,50,16,34,17,2.125,79.2481250360578,1.2505958185574704,8.192935315951384,1.9529020287574477,0.0,0.0,1.0,2,2,0,0,0,0,32,1
41,54,16,38,19,2.375,85.58797503894243,1.2505958185574704,8.192935315951384,1.9529020287574477,0.0,0.0,1.0,0,0,0,0,0,0,32,2
42,57,17,40,20,2.3529411764705883,90.34286254110589,1.2505958185574704,8.192935315951384,2.074958405554788,0.0,0.0,1.0,3,1,0,2,0,1,34,0
43,61,19,42,21,2.210526315789474,96.68271254399052,1.2505958185574704,8.192935315951384,2.3190711591494693,0.0,0.0,1.0,4,2,0,2,0,0,38,1
44,63,21,42,21,2.0,99.85263754543283,1.2505958185574704,8.192935315951384,2.56318391274415,0.0,0.0,1.0,2,2,0,0,0,0,42,0
45,63,21,42,21,2.0,99.85263754543283,1.2505958185574704,8.192935315951384,2.56318391274415,0.0,0.0,1.0,0,0,0,0,0,0,42,0
46,74,24,50,25,2.0833333333333335,117.28722505336555,1.2505958185574704,8.192935315951384,2.929353043136172,0.0,0.0,1.0,4,3,0,1,0,2,48,2
47,77,25,52,26,2.08,122.042112555529,1.2505958185574704,8.192935315951384,3.051409419933512,0.0,0.0,1.0,2,1,0,1,0,0,50,1
48,84,28,56,28,2.0,133.1368500605771,1.2505958185574704,8.192935315951384,3.4175785503255334,0.0,0.0,1.0,3,3,0,0,0,1,56,1
49,90,30,60,30,2.0,142.64662506490407,1.326003553897089,9.76613387747529,3.071839929328872,0.0,0.0,1.0,3,2,0,1,0,1,60,1
50,97,33,64,32,1.9393939393939394,153.74136256995214,1.326003553897089,9.76613387747529,3.379023922261759,0.0,0.0,1.0,3,3,0,0,0,2,66,0
51,106,36,70,35,1.9444444444444444,168.00602507644254,1.8552198130717112,26.74697862211532,1.3459464154292913,0.0,0.0,1.0,3,3,0,0,0,1,72,2
52,110,36,74,37,2.0555555555555554,174.34587507932716,1.8552198130717112,26.74697862211532,1.3459464154292913,0.0,0.0,1.0,0,0,0,0,0,0,72,2
53,117,39,78,39,2.0,185.44061258437526,1.8552198130717112,26.74697862211532,1.4581086167150654,0.0,0.0,1.0,3,3,0,0,0,1,78,1
54,118,40,78,39,1.95,187.02557508509642,1.8552198130717112,26.74697862211532,1.4954960171436569,0.0,0.0,1.0,1,1,0,0,0,0,80,0
55,127,43,84,42,1.9534883720930232,201.29023759158682,1.8552198130717112,26.74697862211532,1.6076582184294312,0.0,0.0,1.0,3,3,0,0,0,2,86,1
56,131,47,84,42,1.7872340425531914,207.63008759447143,1.8552198130717112,26.74697862211532,1.7572078201437968,0.0,0.0,1.0,7,4,0,3,0,0,94,0
57,134,48,86,43,1.7916666666666667,212.38497509663492,1.8552198130717112,26.74697862211532,1.7945952205723883,0.0,0.0,1.0,2,1,0,1,0,0,96,1
58,142,52,90,45,1.7307692307692308,225.06467510240415,1.8552198130717112,26.74697862211532,1.944144822286754,0.0,0.0,1.0,5,4,0,1,0,0,104,2
59,149,55,94,47,1.709090909090909,236.15941260745223,1.8552198130717112,26.74697862211532,2.0563070235725283,0.0,0.0,1.0,4,3,0,1,0,0,110,2
60,161,59,102,51,1.728813559322034,255.17896261610613,1.8552198130717112,26.74697862211532,2.205856625286894,0.0,0.0,1.0,5,4,0,1,0,2,118,2
61,173,63,110,55,1.746031746031746,274.19851262476,1.8552198130717112,26.74697862211532,2.3554062270012595,0.0,0.0,1.0,6,4,0,2,0,3,126,1
62,178,66,112,56,1.696969696969697,282.12332512836576,1.8552198130717112,26.74697862211532,2.467568428287034,0.0,0.0,1.0,5,3,0,2,0,1,132,0
63,187,67,120,60,1.791044776119403,296.3879876348562,1.8552198130717112,26.74697862211532,2.5049558287156253,0.0,0.0,1.0,2,1,0,1,0,0,134,4
64,196,70,126,63,1.8,310.6526501413466,1.8552198130717112,26.74697862211532,2.6171180300013996,0.0,0.0,1.0,3,3,0,0,0,1,140,2
65,207,73,134,67,1.8356164383561644,328.0872376492793,1.8552198130717112,26.74697862211532,2.729280231287174,0.0,0.0,1.0,4,3,0,1,0,2,146,2
66,218,76,142,71,1.868421052631579,345.521825157212,1.8552198130717112,26.74697862211532,2.8414424325729484,0.0,0.0,1.0,5,3,0,2,0,2,152,2
67,230,82,148,74,1.8048780487804879,364.54137516586593,1.8552198130717112,26.74697862211532,3.0657668351444967,0.0,0.0,1.0,10,6,0,4,0,2,164,1
68,235,83,152,76,1.8313253012048192,372.46618766947165,1.8552198130717112,26.74697862211532,3.103154235573088,0.0,0.0,1.0,1,1,0,0,0,0,166,2
69,249,89,160,80,1.797752808988764,394.65566267956785,1.8552198130717112,26.74697862211532,3.327478638144637,0.0,0.0,1.0,7,6,0,1,0,3,178,1
70,272,96,176,88,1.8333333333333333,431.1098001961545,1.8552198130717112,26.74697862211532,3.5891904411447766,0.0,0.0,1.0,8,7,0,1,0,2,192,6
71,294,102,192,96,1.8823529411764706,465.9789752120199,1.8552198130717112,26.74697862211532,3.8135148437163253,0.0,0.0,1.0,10,6,0,4,0,3,204,5
72,308,104,204,102,1.9615384615384615,488.16845022211606,1.8552198130717112,26.74697862211532,3.888289644573508,0.0,0.0,1.0,3,2,0,1,0,1,208,5
73,320,110,210,105,1.9090909090909092,507.18800023076994,1.8552198130717112,26.74697862211532,4.1126140471450565,0.0,0.0,1.0,9,6,0,3,0,1,220,2
74,341,119,222,111,1.865546218487395,540.4722127459142,1.8552198130717112,26.74697862211532,4.44910065100238,0.0,0.0,1.0,12,9,0,3,0,3,238,3
75,352,122,230,115,1.8852459016393444,557.9068002538469,1.87799991727591,27.744398626273934,4.397283993910975,0.0,0.0,1.0,8,3,0,5,0,2,244,2
76,375,127,248,124,1.952755905511811,594.3609377704336,1.87799991727591,27.744398626273934,4.577500551038473,0.0,0.0,1.0,11,5,0,6,0,3,254,6
77,389,135,254,127,1.8814814814814815,616.5504127805298,1.87799991727591,27.744398626273934,4.865847042442471,0.0,0.0,1.0,10,8,0,2,0,3,270,0
78,414,142,272,136,1.9154929577464788,656.1744752985586,1.9483203365672106,30.979164477082385,4.583725946032149,0.0,0.0,1.0,13,7,0,6,0,5,284,4
79,434,152,282,141,1.855263157894737,687.8737253129818,1.9483203365672106,30.979164477082385,4.906523547865399,0.0,0.0,1.0,14,10,0,4,0,3,304,2
80,459,159,300,150,1.8867924528301887,727.4977878310107,1.9483203365672106,30.979164477082385,5.132481869148674,0.0,0.0,1.0,8,7,0,1,0,5,318,4
81,484,166,318,159,1.9156626506024097,767.1218503490395,1.9483203365672106,30.979164477082385,5.358440190431949,0.0,0.0,1.0,10,7,0,3,0,4,332,5
82,498,170,328,164,1.9294117647058824,789.3113253591357,1.9483203365672106,30.979164477082385,5.487559231165249,0.0,0.0,1.0,12,4,0,8,0,4,340,1
83,515,175,340,170,1.9428571428571428,816.2556878713954,1.9483203365672106,30.979164477082385,5.6489580320818735,0.0,0.0,1.0,10,5,0,5,0,3,350,3
84,534,182,352,176,1.934065934065934,846.3699753850974,1.9483203365672106,30.979164477082385,5.8749163533651485,0.0,0.0,1.0,14,7,0,7,0,2,364,4
